population,events,winning_events,nonwinning_events,losing_events_negative_return,breakeven_events,win_rate,mean_corrected_event_return,median_corrected_event_return,corrected_event_return_standard_deviation,minimum_corrected_event_return,maximum_corrected_event_return,average_winning_return,average_losing_return,payoff_ratio,gross_profit_sum,gross_loss_absolute_sum,profit_factor,upper_barrier_events,lower_barrier_events,vertical_barrier_events,mean_label_event_holding_period_observations,median_label_event_holding_period_observations,return_interpretation,upper_return_is_ex_post_maximum,transaction_costs_applied,portfolio_backtest_performed,scientific_status,confirmatory_claim_allowed
frozen_abstention_policy_selected_signals,1815,1023,792,791,1,0.5636363636363636,0.10076470721286733,0.039090909090909065,0.2449525737485497,-0.15,1.7567567567567566,0.2612214804444905,-0.106626587741289,2.4498718938497714,267.2295744947138,84.3416309033596,3.168418391160956,771,409,635,19.740495867768594,20.0,corrected_gross_event_level_outcome_not_portfolio_return,True,False,False,post_hoc_retest_previously_inspected_period,False
