market_calendar_rows,market_first_date,market_last_date,invalid_market_ohlc_rows,locked_market_rows,locked_market_up_rows,locked_market_down_rows,locked_market_equal_previous_rows,market_close_location_missing_rows,market_return_1_missing_rows,market_return_5_missing_rows,market_return_20_missing_rows,market_volatility_20_missing_rows,market_ema_20_distance_missing_rows,market_ema_60_distance_missing_rows,market_range_fraction_missing_rows,market_drawdown_60_missing_rows,test_feature_horizon_end,raw_rows_excluded_after_test_end,inconsistent_cross_file_rows
2520,2014-03-19,2024-09-22,8,228,113,114,0,9,1,5,20,20,19,59,8,59,2024-09-22,165780,0
