candidate_events,candidate_symbols,first_event_start_date,last_event_start_date,positive_meta_labels,negative_meta_labels,positive_meta_label_fraction,duplicate_event_ids
118464,499,2014-05-06,2021-03-14,63873,54591,0.5391764586709886,0
