scientific_status,confirmatory_claim_allowed,stage04_candidate_threshold_fraction,stage07_code_sha,stage07_model_sha256,stage07_selected_model,stage07_selected_feature_set,stage07_selected_trial,stage07_raw_features,stage08_code_sha,stage08_calibration_method,stage08_signal_fraction,fixed_probability_threshold_selected,model_retrained,test_outcomes_used_before_score_lock
post_hoc_retest_previously_inspected_period,False,0.15,4a6b344fc6219e08b32586002922f390061d285e,73a781551cdabd6bb67f5b9c0836a8683372e46487d9aade29e6320006086c1f,xgboost,I_full_40,10,40,56d2b5e5e2d22f4bd46f8a62a058e09a26531b31,raw_identity,0.05,False,False,False
