events,signals,signal_rate,true_positive,false_positive,true_negative,false_negative,precision,prevalence,precision_lift,precision_ratio,specificity,sensitivity,policy_type,stage08_policy_id,breadth_gate_name,allowed_regimes,minimum_raw_score,threshold_source_quantile,maximum_daily_fraction,minimum_signals_per_date,old_top5_minimum_one_signals,selected_signals,signal_coverage_vs_old_top5,dates_with_signal,zero_signal_dates,fixed_raw_score_threshold_selected,fixed_probability_threshold_selected,policy_changed_after_test_outcomes,policy_reselected_in_stage09,scientific_status,confirmatory_claim_allowed
78189,1815,0.02321298392356981,1023,792,42524,33850,0.5636363636363636,0.446009029403113,0.11762733423325061,1.2637330782084601,0.9817157632283683,0.029335015628136382,breadth_regime_gate_raw_score_threshold_daily_top_fraction_cap,G3_recovery_only__q0000,G3_recovery_only,"[""recovery_negative"", ""recovery_positive""]",0.3844631016254425,0.0,0.05,0,4311,1815,0.4210160055671538,375,445,True,False,False,False,post_hoc_retest_previously_inspected_period,False
