selected_model,selected_feature_set,selected_trial_number,train_events,train_symbols,raw_model_features,transformed_model_features,class_weight_mode,scale_pos_weight,average_uniqueness_weighting_applied,sample_weight_mean,sample_weight_min,sample_weight_max,fit_seconds,training_metrics_reported,calibration_fitted,threshold_selected,probe_probability_min,probe_probability_max,unseen_test_used,model_path,model_size_bytes,model_sha256,probe_rows,reload_probability_max_abs_difference,reload_equivalence_passed
xgboost,I_full_40,10,118464,499,40,47,fold_weighted_ratio,0.7083368709378897,True,1.0,0.29878971336960325,9.26248111445799,5.441199200009578,False,False,False,0.21627108752727509,0.845257043838501,False,E:\Iran_stock_trade\financial-ml-decision-support\results\models\07_frozen_xgboost_pipeline.joblib,342391,73a781551cdabd6bb67f5b9c0836a8683372e46487d9aade29e6320006086c1f,512,0.0,True
