candidate_events,symbols,features,numeric_features,categorical_features,feature_sets,positive_fraction,numeric_missing_values,categorical_missing_values,duplicate_event_ids,hard_started_filter_applied,hard_breadth_filter_applied,unseen_test_used
118464,499,40,38,2,9,0.5391764586709886,22379,1353,0,False,False,False
