candidate_events,symbols,first_event_start_date,last_event_start_date,last_event_end_date,positive_events,negative_events,positive_fraction,selected_feature_set,features,numeric_features,categorical_features,numeric_missing_values,categorical_missing_values,infinite_numeric_values,duplicate_event_ids,training_population_sha256,hard_started_filter_applied,hard_breadth_filter_applied,unseen_test_used
118464,499,2014-05-06,2021-03-14,2021-03-17,63873,54591,0.5391764586709886,I_full_40,40,38,2,22379,1353,0,0,f0927c675e6160a95ee732c943776ffeeb281ff320f28eaeafff5c5ee0adcf6d,False,False,False
