dEven,candidate_event_count,has_candidate_event
2015-07-27,100,True
2015-07-28,102,True
2015-07-29,89,True
2015-08-01,102,True
2015-08-02,104,True
2015-08-03,109,True
2015-08-04,102,True
2015-08-05,113,True
2015-08-08,118,True
2015-08-09,117,True
2015-08-10,118,True
2015-08-12,117,True
2015-08-15,115,True
2015-08-16,127,True
2015-08-17,125,True
2015-08-18,126,True
2015-08-19,123,True
2015-08-22,123,True
2015-08-23,120,True
2015-08-24,124,True
2015-08-25,120,True
2015-08-26,113,True
2015-08-29,113,True
2015-08-30,117,True
2015-08-31,115,True
2015-09-01,110,True
2015-09-02,114,True
2015-09-05,114,True
2015-09-06,105,True
2015-09-07,105,True
2015-09-08,111,True
2015-09-09,105,True
2015-09-12,114,True
2015-09-13,119,True
2015-09-14,103,True
2015-09-15,94,True
2015-09-16,114,True
2015-09-19,106,True
2015-09-20,102,True
2015-09-21,97,True
2015-09-22,104,True
2015-09-23,108,True
2015-09-26,92,True
2015-09-27,106,True
2015-09-28,100,True
2015-09-29,103,True
2015-09-30,103,True
2015-10-03,94,True
2015-10-04,91,True
2015-10-05,98,True
2015-10-06,80,True
2015-10-07,86,True
2015-10-10,85,True
2015-10-11,92,True
2015-10-12,89,True
2015-10-13,107,True
2015-10-14,113,True
2015-10-17,105,True
2015-10-18,115,True
2015-10-19,117,True
2015-10-20,106,True
2015-10-21,105,True
2015-10-25,89,True
2015-10-26,85,True
2015-10-27,96,True
2015-10-28,99,True
2015-10-31,98,True
2015-11-01,98,True
2015-11-02,112,True
2015-11-03,118,True
2015-11-04,128,True
2015-11-07,125,True
2015-11-08,126,True
2015-11-09,127,True
2015-11-10,114,True
2015-11-11,112,True
2015-11-14,106,True
2015-11-15,115,True
2015-11-16,95,True
2015-11-17,94,True
2015-11-18,92,True
2015-11-21,90,True
2015-11-22,101,True
2015-11-23,105,True
2015-11-24,98,True
2015-11-25,108,True
2015-11-28,110,True
2015-11-29,107,True
2015-11-30,103,True
2015-12-01,100,True
2015-12-05,107,True
2015-12-06,108,True
2015-12-07,105,True
