dEven,fold_id,candidate_events,required_quota,selected_signals,selected_positive_labels,raw_score_cutoff,minimum_raw_score,maximum_raw_score
2018-11-11,3,87,5,5,4,0.5316587686538696,0.4010812640190124,0.5520215630531311
2018-11-12,3,78,4,4,3,0.5451495051383972,0.4428097009658813,0.5658977031707764
2018-11-13,3,85,5,5,3,0.5502642393112183,0.4329167902469635,0.5606656074523926
2018-11-14,3,69,4,4,3,0.497572511434555,0.4050565958023071,0.5350587964057922
2018-11-17,3,89,5,5,4,0.5469704270362854,0.4181009232997894,0.6035330295562744
2018-11-18,3,91,5,5,5,0.588324248790741,0.4344961047172546,0.6143552660942078
2018-11-19,3,95,5,5,3,0.5246438384056091,0.3934526741504669,0.5682538747787476
2018-11-20,3,111,6,6,5,0.4942148327827453,0.3710263073444366,0.5714239478111267
2018-11-21,3,135,7,7,3,0.4853202998638153,0.3910323679447174,0.5567142963409424
2018-11-24,3,131,7,7,4,0.5224113464355469,0.3962324261665344,0.6008615493774414
2018-11-26,3,148,8,8,6,0.5628386735916138,0.4312299191951751,0.609070360660553
2018-11-27,3,136,7,7,5,0.4893451929092407,0.3631032705307007,0.5683728456497192
2018-11-28,3,146,8,8,3,0.5200340151786804,0.4116091728210449,0.5804898142814636
2018-12-01,3,159,8,8,8,0.5878069996833801,0.4674254655838012,0.6053556799888611
2018-12-02,3,148,8,8,5,0.5012057423591614,0.3749796450138092,0.552040159702301
2018-12-03,3,150,8,8,6,0.5047398209571838,0.3842181861400604,0.5479453206062317
2018-12-04,3,140,7,7,6,0.4872009754180908,0.3853581845760345,0.5544664859771729
2018-12-05,3,126,7,7,4,0.5073441863059998,0.4199532866477966,0.5419555902481079
2018-12-08,3,111,6,6,5,0.509289026260376,0.4296181201934814,0.5686049461364746
2018-12-09,3,113,6,6,4,0.5005744099617004,0.4233463406562805,0.570537269115448
2018-12-10,3,116,6,6,5,0.4911862313747406,0.4033008515834808,0.5426677465438843
2018-12-11,3,66,4,4,3,0.4952753186225891,0.4144861698150635,0.5312561988830566
2018-12-12,3,111,6,6,3,0.4668548703193664,0.3718195855617523,0.5804945826530457
2018-12-15,3,135,7,7,6,0.4669482111930847,0.3670223355293274,0.5153308510780334
2018-12-16,3,136,7,7,6,0.50513756275177,0.3866556286811828,0.5632522106170654
2018-12-17,3,133,7,7,7,0.501338541507721,0.4046210944652557,0.5858508348464966
2018-12-18,3,141,8,8,7,0.5370817184448242,0.3944076001644134,0.578295111656189
2018-12-19,3,139,7,7,7,0.556368350982666,0.4106885194778442,0.6034420728683472
2018-12-22,3,136,7,7,7,0.5086246728897095,0.3685675859451294,0.5688531994819641
2018-12-23,3,133,7,7,7,0.5479884743690491,0.4278861880302429,0.580037534236908
2018-12-24,3,165,9,9,8,0.4984660148620605,0.4069107472896576,0.5162020921707153
2018-12-25,3,159,8,8,7,0.487631618976593,0.4036252498626709,0.528223991394043
2018-12-26,3,149,8,8,7,0.5361555814743042,0.4443138539791107,0.5726234316825867
2018-12-29,3,158,8,8,8,0.5128393173217773,0.4176383018493652,0.5454758405685425
2018-12-30,3,144,8,8,8,0.4852328300476074,0.394220620393753,0.5159724950790405
2018-12-31,3,122,7,7,4,0.487596720457077,0.3583064973354339,0.5160390138626099
2019-01-01,3,110,6,6,4,0.4852298498153686,0.3778151869773865,0.5116345882415771
2019-01-02,3,109,6,6,3,0.4705121219158172,0.3503478467464447,0.488038957118988
2019-01-05,3,101,6,6,5,0.5066336393356323,0.3592205941677093,0.5381740927696228
2019-01-06,3,94,5,5,4,0.4980410039424896,0.3396732807159424,0.5409961938858032
2019-01-07,3,100,5,5,5,0.4989835321903229,0.3259717226028442,0.5527983903884888
2019-01-08,3,97,5,5,5,0.499011218547821,0.3561143577098846,0.5125049352645874
2019-01-09,3,88,5,5,3,0.4911917448043823,0.3759670555591583,0.5026134252548218
2019-01-12,3,92,5,5,2,0.498956948518753,0.3701591491699219,0.5546025633811951
2019-01-13,3,94,5,5,4,0.6367955207824707,0.5490042567253113,0.6457583904266357
2019-01-14,3,106,6,6,4,0.6464747190475464,0.5479280948638916,0.6750114560127258
2019-01-15,3,100,5,5,4,0.6277036666870117,0.52359938621521,0.6400221586227417
2019-01-16,4,104,6,6,5,0.5789743661880493,0.4443464279174804,0.6220552325248718
2019-01-19,4,92,5,5,2,0.5846379995346069,0.4359511137008667,0.5989921689033508
2019-01-20,4,103,6,6,0,0.5360187292098999,0.3712835311889648,0.6115166544914246
2019-01-21,4,133,7,7,5,0.4966970980167389,0.3570286333560943,0.6147571802139282
2019-01-22,4,108,6,6,5,0.5454698801040649,0.3935818672180176,0.6241714358329773
2019-01-23,4,97,5,5,4,0.530282735824585,0.4021362960338592,0.566274106502533
2019-01-26,4,97,5,5,3,0.4884884059429168,0.3442403376102447,0.5624123215675354
2019-01-27,4,110,6,6,3,0.504096269607544,0.3648663163185119,0.5512310862541199
2019-01-28,4,102,6,6,3,0.598027229309082,0.4919227957725525,0.6170493364334106
2019-01-29,4,104,6,6,5,0.5698742270469666,0.4713232815265655,0.6187841296195984
2019-01-30,4,105,6,6,3,0.5182182192802429,0.3727046847343445,0.5622134208679199
2019-02-02,4,109,6,6,4,0.4921744763851166,0.3377619385719299,0.5767237544059753
