scientific_status,confirmatory_claim_allowed,stage04_candidate_threshold_fraction,stage07_code_sha,stage07_model_sha256,stage07_selected_model,stage07_selected_feature_set,stage07_selected_trial,stage07_raw_features,stage08_code_sha,stage08_policy_id,stage08_policy_file_sha256,stage08_policy_configuration_hash,stage08_gate_name,stage08_allowed_regimes,stage08_minimum_raw_score,stage08_threshold_source_quantile,stage08_maximum_daily_fraction,stage08_minimum_signals_per_date,fixed_raw_score_threshold_selected,fixed_probability_threshold_selected,policy_reselected_in_stage09,model_retrained,test_outcomes_used_before_score_lock
post_hoc_retest_previously_inspected_period,False,0.15,4a6b344fc6219e08b32586002922f390061d285e,73a781551cdabd6bb67f5b9c0836a8683372e46487d9aade29e6320006086c1f,xgboost,I_full_40,10,40,964ca042fa030830fab955f50a477ee69c4790f2,G3_recovery_only__q0000,549ef132549e56f693651a7350bb51c3dcb4e316769cb0165f30a65130ec127f,4258a918e31d58a930b1ffc39520e5702f82bdd6f7be27288312ea83c8a474f4,G3_recovery_only,"[""recovery_negative"", ""recovery_positive""]",0.3844631016254425,0.0,0.05,0,True,False,False,False,False
