stage05_configuration_hash,stage06_code_commit_sha,stage06_configuration_hash,stage06_study_signature,selected_model,selected_feature_set,selected_trial_number,selected_raw_features,threshold_selected,hard_started_filter_applied,hard_breadth_filter_applied,calibration_fitted,unseen_test_used
aa8a8973403a49c388f540b3eebacf9c5d5c93806c5fb702b0f1474ae2b2ef07,9928795ae10f0a9fd64788e1880b6cacc249e855,ee11c83c947bd6e2164562bed0f797beae36977fb2e31325f6848a9232427b45,3ac1ee3f73df,xgboost,I_full_40,10,40,False,False,False,False,False
