audit_schema_version,audit_passed,checks,failed_checks,stage08_policy_id,stage08_policy_file_sha256,stage08_policy_configuration_hash,inference_lock_sha256,candidate_events,signal_dates,selected_signals,old_top5_minimum_one_signals,signal_coverage_vs_old_top5,dates_with_signal,zero_signal_dates,classification_events,classification_signals,classification_true_positive,classification_false_positive,classification_true_negative,classification_false_negative,classification_precision,classification_prevalence,classification_precision_lift,classification_precision_ratio,classification_specificity,classification_sensitivity,corrected_outcome_events,corrected_outcome_winning_events,corrected_outcome_nonwinning_events,corrected_outcome_losing_events_negative_return,corrected_outcome_breakeven_events,corrected_outcome_win_rate,corrected_outcome_mean_corrected_event_return,corrected_outcome_median_corrected_event_return,corrected_outcome_corrected_event_return_standard_deviation,corrected_outcome_minimum_corrected_event_return,corrected_outcome_maximum_corrected_event_return,corrected_outcome_average_winning_return,corrected_outcome_average_losing_return,corrected_outcome_payoff_ratio,corrected_outcome_gross_profit_sum,corrected_outcome_gross_loss_absolute_sum,corrected_outcome_profit_factor,corrected_outcome_upper_barrier_events,corrected_outcome_lower_barrier_events,corrected_outcome_vertical_barrier_events,corrected_outcome_mean_label_event_holding_period_observations,corrected_outcome_median_label_event_holding_period_observations,raw_outcome_reconstruction_rows,raw_outcome_reconstruction_errors,scientific_status,confirmatory_claim_allowed,portfolio_backtest_performed,transaction_costs_applied
stage09a_v1_independent_abstention_audit,True,103,0,G3_recovery_only__q0000,549ef132549e56f693651a7350bb51c3dcb4e316769cb0165f30a65130ec127f,4258a918e31d58a930b1ffc39520e5702f82bdd6f7be27288312ea83c8a474f4,9ae4d338601c7d364a8b2c2d36fd46e3bff746676ecb2a1e81c2b8490872977a,78189,820,1815,4311,0.4210160055671538,375,445,78189,1815,1023,792,42524,33850,0.5636363636363636,0.446009029403113,0.11762733423325061,1.2637330782084601,0.9817157632283683,0.029335015628136382,1815,1023,792,791,1,0.5636363636363636,0.10076470721286732,0.039090909090909,0.2449525737485497,-0.15,1.7567567567567566,0.26122148044449045,-0.10662658774128898,2.4498718938497714,267.22957449471375,84.34163090335959,3.168418391160956,771,409,635,19.740495867768594,20.0,1815,0,post_hoc_retest_previously_inspected_period,False,False,False
