number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_class_weight_mode,params_criterion,params_max_depth,params_max_features,params_max_samples,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_average_uniqueness_weighting,user_attrs_fold_metrics,user_attrs_folds_evaluated,user_attrs_max_roc_auc,user_attrs_mean_average_precision,user_attrs_mean_roc_auc,user_attrs_min_roc_auc,user_attrs_policy_complete,user_attrs_policy_false_positive,user_attrs_policy_fold_metrics,user_attrs_policy_min_fold_specificity,user_attrs_policy_precision,user_attrs_policy_signals,user_attrs_policy_specificity,user_attrs_policy_specificity_std,user_attrs_policy_true_positive,user_attrs_std_roc_auc,user_attrs_threshold_selected,user_attrs_validation_metrics_weighted,state,policy_selection_rank,selected_by_policy_hierarchy
0,0.5161844928645352,2026-07-19 17:56:24.118416,2026-07-19 17:56:47.193597,0 days 00:00:23.075181,True,balanced_subsample,gini,6,log2,0.6910294397649198,15,14,50,True,"[{'events': 10344, 'positive_fraction': 0.3857308584686775, 'roc_auc': 0.47901801245322934, 'average_precision': 0.38519114632652085, 'log_loss': 0.729353359861347, 'brier_score': 0.2679363564894323, 'threshold': 0.5, 'accuracy': 0.39762180974477956, 'balanced_accuracy': 0.4737794675546278, 'precision': 0.37092500863955763, 'sensitivity': 0.8070175438596491, 'recall': 0.8070175438596491, 'specificity': 0.14054139124960655, 'f1': 0.5082471785967958, 'mcc': -0.06949451885706086, 'tn': 893, 'fp': 5461, 'fn': 770, 'tp': 3220, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 1, 'train_events': 62717, 'validation_events': 10344, 'train_positive_fraction': 0.5022721112298101, 'validation_positive_fraction': 0.3857308584686775, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 0.9999999999999998, 'train_sample_weight_min': 0.33537416646232093, 'train_sample_weight_max': 10.396599160332254, 'validation_metrics_weighted': False, 'fit_seconds': 2.948363799994695, 'inference_seconds': 0.08195740000519436}, {'events': 10408, 'positive_fraction': 0.46666026133743277, 'roc_auc': 0.5093009003639934, 'average_precision': 0.48536907250768946, 'log_loss': 0.7047999970927167, 'brier_score': 0.25575213007685393, 'threshold': 0.5, 'accuracy': 0.4651229823212913, 'balanced_accuracy': 0.48752893370092815, 'precision': 0.4592422502870264, 'sensitivity': 0.8235536339304097, 'recall': 0.8235536339304097, 'specificity': 0.1515042334714466, 'f1': 0.589666101569986, 'mcc': -0.033676374358893556, 'tn': 841, 'fp': 4710, 'fn': 857, 'tp': 4000, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 2, 'train_events': 73590, 'validation_events': 10408, 'train_positive_fraction': 0.4856366354124202, 'validation_positive_fraction': 0.46666026133743277, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0000000000000002, 'train_sample_weight_min': 0.34266121177818065, 'train_sample_weight_max': 10.622497565123911, 'validation_metrics_weighted': False, 'fit_seconds': 4.055644799998845, 'inference_seconds': 0.06786990001273807}, {'events': 10397, 'positive_fraction': 0.7263633740502068, 'roc_auc': 0.589228496135057, 'average_precision': 0.8024395742756084, 'log_loss': 0.6908286425951569, 'brier_score': 0.24940616814581465, 'threshold': 0.5, 'accuracy': 0.47792632490141385, 'balanced_accuracy': 0.569424456748384, 'precision': 0.8101635514018691, 'sensitivity': 0.3673199152542373, 'recall': 0.3673199152542373, 'specificity': 0.7715289982425307, 'f1': 0.505466472303207, 'mcc': 0.13171580822935103, 'tn': 2195, 'fp': 650, 'fn': 4778, 'tp': 2774, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 3, 'train_events': 83825, 'validation_events': 10397, 'train_positive_fraction': 0.4746555323590814, 'validation_positive_fraction': 0.7263633740502068, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3437930721380264, 'train_sample_weight_max': 10.65758523627913, 'validation_metrics_weighted': False, 'fit_seconds': 3.981420900003286, 'inference_seconds': 0.0822323000029428}, {'events': 10319, 'positive_fraction': 0.888070549471848, 'roc_auc': 0.5202695093354195, 'average_precision': 0.903896252299215, 'log_loss': 0.5855269818740201, 'brier_score': 0.20074209858666, 'threshold': 0.5, 'accuracy': 0.6755499563911231, 'balanced_accuracy': 0.49876715020756923, 'precision': 0.8877333333333334, 'sensitivity': 0.7265386294194675, 'recall': 0.7265386294194675, 'specificity': 0.270995670995671, 'f1': 0.7990878540566491, 'mcc': -0.0017445986207258056, 'tn': 313, 'fp': 842, 'fn': 2506, 'tp': 6658, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 4, 'train_events': 94059, 'validation_events': 10319, 'train_positive_fraction': 0.49821920284077015, 'validation_positive_fraction': 0.888070549471848, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3302478543176708, 'train_sample_weight_max': 10.237683483848098, 'validation_metrics_weighted': False, 'fit_seconds': 4.539039600000251, 'inference_seconds': 0.06457610000506975}, {'events': 10372, 'positive_fraction': 0.5071345931353645, 'roc_auc': 0.48310554603497624, 'average_precision': 0.5244531415881648, 'log_loss': 0.7532818952262316, 'brier_score': 0.2768906955391724, 'threshold': 0.5, 'accuracy': 0.4826455842653297, 'balanced_accuracy': 0.4759738511338415, 'precision': 0.49471690590111644, 'sensitivity': 0.9435361216730038, 'recall': 0.9435361216730038, 'specificity': 0.008411580594679186, 'f1': 0.64909756735548, 'mcc': -0.13491779466209147, 'tn': 43, 'fp': 5069, 'fn': 297, 'tp': 4963, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 5, 'train_events': 107360, 'validation_events': 10372, 'train_positive_fraction': 0.5392883755588673, 'validation_positive_fraction': 0.5071345931353645, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.31837299323945095, 'train_sample_weight_max': 9.869562790423288, 'validation_metrics_weighted': False, 'fit_seconds': 5.135352599987527, 'inference_seconds': 0.06039749999763444}]",5,0.589228496135057,0.6202698373994396,0.5161844928645352,0.47901801245322934,True,1143,"[{'fold_id': 1, 'true_positive': 230, 'false_positive': 331, 'true_negative': 6023, 'false_negative': 3760, 'signals': 561, 'events': 10344, 'dates': 92, 'precision': 0.40998217468805703, 'specificity': 0.947906830343091, 'sensitivity': 0.05764411027568922}, {'fold_id': 2, 'true_positive': 300, 'false_positive': 266, 'true_negative': 5285, 'false_negative': 4557, 'signals': 566, 'events': 10408, 'dates': 91, 'precision': 0.5300353356890459, 'specificity': 0.9520807061790668, 'sensitivity': 0.06176652254478073}, {'fold_id': 3, 'true_positive': 435, 'false_positive': 159, 'true_negative': 2686, 'false_negative': 7117, 'signals': 594, 'events': 10397, 'dates': 136, 'precision': 0.7323232323232324, 'specificity': 0.9441124780316345, 'sensitivity': 0.05760063559322034}, {'fold_id': 4, 'true_positive': 544, 'false_positive': 80, 'true_negative': 1075, 'false_negative': 8620, 'signals': 624, 'events': 10319, 'dates': 231, 'precision': 0.8717948717948718, 'specificity': 0.9307359307359307, 'sensitivity': 0.05936272370144042}, {'fold_id': 5, 'true_positive': 364, 'false_positive': 307, 'true_negative': 4805, 'false_negative': 4896, 'signals': 671, 'events': 10372, 'dates': 288, 'precision': 0.5424739195230999, 'specificity': 0.939945226917058, 'sensitivity': 0.06920152091254753}]",0.9307359307359307,0.6210212201591512,3016,0.9456154541561593,0.0073144141594365325,1873,0.03968642490469929,False,False,COMPLETE,28,False
1,0.519242630359152,2026-07-19 17:56:47.511590,2026-07-19 17:58:46.394398,0 days 00:01:58.882808,False,none,gini,10,log2,0.7787008705712006,19,23,150,True,"[{'events': 10344, 'positive_fraction': 0.3857308584686775, 'roc_auc': 0.4858840917212767, 'average_precision': 0.3878619865815026, 'log_loss': 0.7481583791213723, 'brier_score': 0.2769572617619613, 'threshold': 0.5, 'accuracy': 0.397138437741686, 'balanced_accuracy': 0.4774421890420101, 'precision': 0.37325056433408577, 'sensitivity': 0.8288220551378446, 'recall': 0.8288220551378446, 'specificity': 0.12606232294617564, 'f1': 0.5147081712062257, 'mcc': -0.06264741999013002, 'tn': 801, 'fp': 5553, 'fn': 683, 'tp': 3307, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 1, 'train_events': 62717, 'validation_events': 10344, 'train_positive_fraction': 0.5022721112298101, 'validation_positive_fraction': 0.3857308584686775, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 0.9999999999999998, 'train_sample_weight_min': 0.33537416646232093, 'train_sample_weight_max': 10.396599160332254, 'validation_metrics_weighted': False, 'fit_seconds': 16.55712979999953, 'inference_seconds': 0.13654719998885412}, {'events': 10408, 'positive_fraction': 0.46666026133743277, 'roc_auc': 0.4878410673528081, 'average_precision': 0.4649636904575195, 'log_loss': 0.709058045562173, 'brier_score': 0.25780143339735245, 'threshold': 0.5, 'accuracy': 0.46963873943120676, 'balanced_accuracy': 0.48145325986332876, 'precision': 0.4530519756408441, 'sensitivity': 0.6586370187358451, 'recall': 0.6586370187358451, 'specificity': 0.30426950099081246, 'f1': 0.536835039436147, 'mcc': -0.03961925329610424, 'tn': 1689, 'fp': 3862, 'fn': 1658, 'tp': 3199, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 2, 'train_events': 73590, 'validation_events': 10408, 'train_positive_fraction': 0.4856366354124202, 'validation_positive_fraction': 0.46666026133743277, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0000000000000002, 'train_sample_weight_min': 0.34266121177818065, 'train_sample_weight_max': 10.622497565123911, 'validation_metrics_weighted': False, 'fit_seconds': 19.565512500004843, 'inference_seconds': 0.093651500006672}, {'events': 10397, 'positive_fraction': 0.7263633740502068, 'roc_auc': 0.5753535882904888, 'average_precision': 0.7946366804068913, 'log_loss': 0.7107446576027979, 'brier_score': 0.2592066342125173, 'threshold': 0.5, 'accuracy': 0.43704914879292106, 'balanced_accuracy': 0.5501588983050848, 'precision': 0.7994360239689813, 'sensitivity': 0.3003177966101695, 'recall': 0.3003177966101695, 'specificity': 0.8, 'f1': 0.43661565116950624, 'mcc': 0.10040597206727041, 'tn': 2276, 'fp': 569, 'fn': 5284, 'tp': 2268, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 3, 'train_events': 83825, 'validation_events': 10397, 'train_positive_fraction': 0.4746555323590814, 'validation_positive_fraction': 0.7263633740502068, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3437930721380264, 'train_sample_weight_max': 10.65758523627913, 'validation_metrics_weighted': False, 'fit_seconds': 23.423820500000147, 'inference_seconds': 0.10913749999599531}, {'events': 10319, 'positive_fraction': 0.888070549471848, 'roc_auc': 0.5298552967474834, 'average_precision': 0.905037023918517, 'log_loss': 0.6109878131141452, 'brier_score': 0.21261083834136768, 'threshold': 0.5, 'accuracy': 0.6167264269793584, 'balanced_accuracy': 0.5242909861853555, 'precision': 0.8956402855840802, 'sensitivity': 0.6433871671759057, 'recall': 0.6433871671759057, 'specificity': 0.4051948051948052, 'f1': 0.7488410490887153, 'mcc': 0.03187082559171142, 'tn': 468, 'fp': 687, 'fn': 3268, 'tp': 5896, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 4, 'train_events': 94059, 'validation_events': 10319, 'train_positive_fraction': 0.49821920284077015, 'validation_positive_fraction': 0.888070549471848, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3302478543176708, 'train_sample_weight_max': 10.237683483848098, 'validation_metrics_weighted': False, 'fit_seconds': 25.90488259999256, 'inference_seconds': 0.10546540000359528}, {'events': 10372, 'positive_fraction': 0.5071345931353645, 'roc_auc': 0.5172791076837027, 'average_precision': 0.5447343715880092, 'log_loss': 0.7622717410803458, 'brier_score': 0.2803646031608257, 'threshold': 0.5, 'accuracy': 0.49045507134593136, 'balanced_accuracy': 0.48364319843862497, 'precision': 0.49876665022200295, 'sensitivity': 0.9610266159695817, 'recall': 0.9610266159695817, 'specificity': 0.006259780907668232, 'f1': 0.6567067229620006, 'mcc': -0.10945374500011067, 'tn': 32, 'fp': 5080, 'fn': 205, 'tp': 5055, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 5, 'train_events': 107360, 'validation_events': 10372, 'train_positive_fraction': 0.5392883755588673, 'validation_positive_fraction': 0.5071345931353645, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.31837299323945095, 'train_sample_weight_max': 9.869562790423288, 'validation_metrics_weighted': False, 'fit_seconds': 30.659105699989595, 'inference_seconds': 0.13831549999304116}]",5,0.5753535882904888,0.6194467505904879,0.519242630359152,0.4858840917212767,True,1085,"[{'fold_id': 1, 'true_positive': 231, 'false_positive': 330, 'true_negative': 6024, 'false_negative': 3759, 'signals': 561, 'events': 10344, 'dates': 92, 'precision': 0.4117647058823529, 'specificity': 0.9480642115203022, 'sensitivity': 0.05789473684210526}, {'fold_id': 2, 'true_positive': 297, 'false_positive': 269, 'true_negative': 5282, 'false_negative': 4560, 'signals': 566, 'events': 10408, 'dates': 91, 'precision': 0.5247349823321554, 'specificity': 0.9515402630156728, 'sensitivity': 0.06114885731933292}, {'fold_id': 3, 'true_positive': 453, 'false_positive': 141, 'true_negative': 2704, 'false_negative': 7099, 'signals': 594, 'events': 10397, 'dates': 136, 'precision': 0.7626262626262627, 'specificity': 0.950439367311072, 'sensitivity': 0.059984110169491525}, {'fold_id': 4, 'true_positive': 554, 'false_positive': 70, 'true_negative': 1085, 'false_negative': 8610, 'signals': 624, 'events': 10319, 'dates': 231, 'precision': 0.8878205128205128, 'specificity': 0.9393939393939394, 'sensitivity': 0.06045395024006984}, {'fold_id': 5, 'true_positive': 396, 'false_positive': 275, 'true_negative': 4837, 'false_negative': 4864, 'signals': 671, 'events': 10372, 'dates': 288, 'precision': 0.5901639344262295, 'specificity': 0.9462050078247262, 'sensitivity': 0.0752851711026616}]",0.9393939393939394,0.6402519893899205,3016,0.9483751248988914,0.004288993281811348,1931,0.03275293564990862,False,False,COMPLETE,3,False
2,0.52189787713257,2026-07-19 17:58:46.687412,2026-07-19 17:59:27.569422,0 days 00:00:40.882010,False,none,log_loss,3,log2,0.7988015600229156,18,17,100,True,"[{'events': 10344, 'positive_fraction': 0.3857308584686775, 'roc_auc': 0.47339968192435766, 'average_precision': 0.37608850358608925, 'log_loss': 0.7180645734410527, 'brier_score': 0.2624045740965927, 'threshold': 0.5, 'accuracy': 0.3864075792730085, 'balanced_accuracy': 0.47313668969401784, 'precision': 0.3713568387730597, 'sensitivity': 0.8526315789473684, 'recall': 0.8526315789473684, 'specificity': 0.09364180044066729, 'f1': 0.5173751045547867, 'mcc': -0.08217425277245671, 'tn': 595, 'fp': 5759, 'fn': 588, 'tp': 3402, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 1, 'train_events': 62717, 'validation_events': 10344, 'train_positive_fraction': 0.5022721112298101, 'validation_positive_fraction': 0.3857308584686775, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 0.9999999999999998, 'train_sample_weight_min': 0.33537416646232093, 'train_sample_weight_max': 10.396599160332254, 'validation_metrics_weighted': False, 'fit_seconds': 5.963132600008976, 'inference_seconds': 0.09486719999404158}, {'events': 10408, 'positive_fraction': 0.46666026133743277, 'roc_auc': 0.5310307509600738, 'average_precision': 0.497573872951945, 'log_loss': 0.696612690243093, 'brier_score': 0.25172493841466914, 'threshold': 0.5, 'accuracy': 0.48799000768639506, 'balanced_accuracy': 0.5093783635131766, 'precision': 0.4723523898781631, 'sensitivity': 0.830142063001853, 'recall': 0.830142063001853, 'specificity': 0.18861466402450008, 'f1': 0.6021055775405062, 'mcc': 0.024363888202269385, 'tn': 1047, 'fp': 4504, 'fn': 825, 'tp': 4032, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 2, 'train_events': 73590, 'validation_events': 10408, 'train_positive_fraction': 0.4856366354124202, 'validation_positive_fraction': 0.46666026133743277, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0000000000000002, 'train_sample_weight_min': 0.34266121177818065, 'train_sample_weight_max': 10.622497565123911, 'validation_metrics_weighted': False, 'fit_seconds': 6.569056400010595, 'inference_seconds': 0.08205189999716822}, {'events': 10397, 'positive_fraction': 0.7263633740502068, 'roc_auc': 0.5706882195570582, 'average_precision': 0.795049192903595, 'log_loss': 0.6909597798815845, 'brier_score': 0.24912824862268895, 'threshold': 0.5, 'accuracy': 0.46686544195440993, 'balanced_accuracy': 0.5598388722781568, 'precision': 0.8002989536621824, 'sensitivity': 0.3544756355932203, 'recall': 0.3544756355932203, 'specificity': 0.7652021089630932, 'f1': 0.491327888409654, 'mcc': 0.11421714731638641, 'tn': 2177, 'fp': 668, 'fn': 4875, 'tp': 2677, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 3, 'train_events': 83825, 'validation_events': 10397, 'train_positive_fraction': 0.4746555323590814, 'validation_positive_fraction': 0.7263633740502068, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3437930721380264, 'train_sample_weight_max': 10.65758523627913, 'validation_metrics_weighted': False, 'fit_seconds': 7.623451899999054, 'inference_seconds': 0.07970569998724386}, {'events': 10319, 'positive_fraction': 0.888070549471848, 'roc_auc': 0.5255390942536294, 'average_precision': 0.9024376869058092, 'log_loss': 0.5617508685754428, 'brier_score': 0.18769315721512486, 'threshold': 0.5, 'accuracy': 0.8689795522821979, 'balanced_accuracy': 0.4983315571377553, 'precision': 0.8877307921381775, 'sensitivity': 0.9758838934962898, 'recall': 0.9758838934962898, 'specificity': 0.02077922077922078, 'f1': 0.9297224243684374, 'mcc': -0.006910203718503054, 'tn': 24, 'fp': 1131, 'fn': 221, 'tp': 8943, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 4, 'train_events': 94059, 'validation_events': 10319, 'train_positive_fraction': 0.49821920284077015, 'validation_positive_fraction': 0.888070549471848, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3302478543176708, 'train_sample_weight_max': 10.237683483848098, 'validation_metrics_weighted': False, 'fit_seconds': 8.619988699996611, 'inference_seconds': 0.10262629999488126}, {'events': 10372, 'positive_fraction': 0.5071345931353645, 'roc_auc': 0.5088316389677312, 'average_precision': 0.5599952333493887, 'log_loss': 0.7364124545129268, 'brier_score': 0.269958304894527, 'threshold': 0.5, 'accuracy': 0.5071345931353645, 'balanced_accuracy': 0.5, 'precision': 0.5071345931353645, 'sensitivity': 1.0, 'recall': 1.0, 'specificity': 0.0, 'f1': 0.672978505629478, 'mcc': 0.0, 'tn': 0, 'fp': 5112, 'fn': 0, 'tp': 5260, 'model_name': 'random_forest', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 5, 'train_events': 107360, 'validation_events': 10372, 'train_positive_fraction': 0.5392883755588673, 'validation_positive_fraction': 0.5071345931353645, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.31837299323945095, 'train_sample_weight_max': 9.869562790423288, 'validation_metrics_weighted': False, 'fit_seconds': 9.504789300000994, 'inference_seconds': 0.0843414999981178}]",5,0.5706882195570582,0.6262288979393654,0.52189787713257,0.47339968192435766,True,1143,"[{'fold_id': 1, 'true_positive': 220, 'false_positive': 341, 'true_negative': 6013, 'false_negative': 3770, 'signals': 561, 'events': 10344, 'dates': 92, 'precision': 0.39215686274509803, 'specificity': 0.946333018570979, 'sensitivity': 0.05513784461152882}, {'fold_id': 2, 'true_positive': 298, 'false_positive': 268, 'true_negative': 5283, 'false_negative': 4559, 'signals': 566, 'events': 10408, 'dates': 91, 'precision': 0.5265017667844523, 'specificity': 0.9517204107368041, 'sensitivity': 0.061354745727815525}, {'fold_id': 3, 'true_positive': 441, 'false_positive': 153, 'true_negative': 2692, 'false_negative': 7111, 'signals': 594, 'events': 10397, 'dates': 136, 'precision': 0.7424242424242424, 'specificity': 0.9462214411247803, 'sensitivity': 0.058395127118644065}, {'fold_id': 4, 'true_positive': 548, 'false_positive': 76, 'true_negative': 1079, 'false_negative': 8616, 'signals': 624, 'events': 10319, 'dates': 231, 'precision': 0.8782051282051282, 'specificity': 0.9341991341991343, 'sensitivity': 0.05979921431689219}, {'fold_id': 5, 'true_positive': 366, 'false_positive': 305, 'true_negative': 4807, 'false_negative': 4894, 'signals': 671, 'events': 10372, 'dates': 288, 'precision': 0.5454545454545454, 'specificity': 0.9403364632237872, 'sensitivity': 0.06958174904942965}]",0.9341991341991343,0.6210212201591512,3016,0.9456154541561593,0.005986284207770884,1873,0.03162267186246213,False,False,COMPLETE,27,False
