number,value,datetime_start,datetime_complete,duration,params_class_weight_mode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_average_uniqueness_weighting,user_attrs_fold_metrics,user_attrs_folds_evaluated,user_attrs_max_roc_auc,user_attrs_mean_average_precision,user_attrs_mean_roc_auc,user_attrs_min_roc_auc,user_attrs_policy_complete,user_attrs_policy_false_positive,user_attrs_policy_fold_metrics,user_attrs_policy_min_fold_specificity,user_attrs_policy_precision,user_attrs_policy_signals,user_attrs_policy_specificity,user_attrs_policy_specificity_std,user_attrs_policy_true_positive,user_attrs_std_roc_auc,user_attrs_threshold_selected,user_attrs_validation_metrics_weighted,state,policy_selection_rank,selected_by_policy_hierarchy
0,0.5212500663867701,2026-07-19 18:35:19.485219,2026-07-19 18:35:32.173333,0 days 00:00:12.688114,fold_weighted_ratio,0.8640874080824699,1.4377493667637375,0.03556433313117458,3,5,4.528575153587686,50,1.9353074651560084e-06,63.77419649020912,0.8769003702443173,True,"[{'events': 10344, 'positive_fraction': 0.3857308584686775, 'roc_auc': 0.494430994073159, 'average_precision': 0.395123904211902, 'log_loss': 0.7372638625598529, 'brier_score': 0.2716044949497273, 'threshold': 0.5, 'accuracy': 0.419953596287703, 'balanced_accuracy': 0.48533657088897886, 'precision': 0.3769287288758266, 'sensitivity': 0.7714285714285715, 'recall': 0.7714285714285715, 'specificity': 0.19924457034938622, 'f1': 0.506416584402764, 'mcc': -0.035014019333764766, 'tn': 1266, 'fp': 5088, 'fn': 912, 'tp': 3078, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 1, 'train_events': 62717, 'validation_events': 10344, 'train_positive_fraction': 0.5022721112298101, 'validation_positive_fraction': 0.3857308584686775, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 0.9999999999999998, 'train_sample_weight_min': 0.33537416646232093, 'train_sample_weight_max': 10.396599160332254, 'validation_metrics_weighted': False, 'fit_seconds': 1.8435869999957504, 'inference_seconds': 0.08319599999231286}, {'events': 10408, 'positive_fraction': 0.46666026133743277, 'roc_auc': 0.49455141233105776, 'average_precision': 0.478455538898254, 'log_loss': 0.7038793838125832, 'brier_score': 0.2553037616084656, 'threshold': 0.5, 'accuracy': 0.47943889315910837, 'balanced_accuracy': 0.4913744032305379, 'precision': 0.4603421461897356, 'sensitivity': 0.6703726580193535, 'recall': 0.6703726580193535, 'specificity': 0.31237614844172223, 'f1': 0.545850796311819, 'mcc': -0.018443318437198847, 'tn': 1734, 'fp': 3817, 'fn': 1601, 'tp': 3256, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 2, 'train_events': 73590, 'validation_events': 10408, 'train_positive_fraction': 0.4856366354124202, 'validation_positive_fraction': 0.46666026133743277, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0000000000000002, 'train_sample_weight_min': 0.34266121177818065, 'train_sample_weight_max': 10.622497565123911, 'validation_metrics_weighted': False, 'fit_seconds': 1.8996315999975195, 'inference_seconds': 0.054334199987351894}, {'events': 10397, 'positive_fraction': 0.7263633740502068, 'roc_auc': 0.5593108868145125, 'average_precision': 0.786805765293711, 'log_loss': 0.7354235245777402, 'brier_score': 0.2708390357592292, 'threshold': 0.5, 'accuracy': 0.38982398768875637, 'balanced_accuracy': 0.5438308454469631, 'precision': 0.8233404710920771, 'sensitivity': 0.20365466101694915, 'recall': 0.20365466101694915, 'specificity': 0.8840070298769771, 'f1': 0.3265392781316348, 'mcc': 0.10179922607428729, 'tn': 2515, 'fp': 330, 'fn': 6014, 'tp': 1538, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 3, 'train_events': 83825, 'validation_events': 10397, 'train_positive_fraction': 0.4746555323590814, 'validation_positive_fraction': 0.7263633740502068, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3437930721380264, 'train_sample_weight_max': 10.65758523627913, 'validation_metrics_weighted': False, 'fit_seconds': 1.9598744000104489, 'inference_seconds': 0.054736999998567626}, {'events': 10319, 'positive_fraction': 0.888070549471848, 'roc_auc': 0.5264997987608202, 'average_precision': 0.9061386897785565, 'log_loss': 0.6723693848033343, 'brier_score': 0.24110120183214498, 'threshold': 0.5, 'accuracy': 0.5345479213102045, 'balanced_accuracy': 0.5253153691935883, 'precision': 0.897538742023701, 'sensitivity': 0.5372108249672632, 'recall': 0.5372108249672632, 'specificity': 0.5134199134199134, 'f1': 0.6721277902928527, 'mcc': 0.031989404421406395, 'tn': 593, 'fp': 562, 'fn': 4241, 'tp': 4923, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 4, 'train_events': 94059, 'validation_events': 10319, 'train_positive_fraction': 0.49821920284077015, 'validation_positive_fraction': 0.888070549471848, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3302478543176708, 'train_sample_weight_max': 10.237683483848098, 'validation_metrics_weighted': False, 'fit_seconds': 2.173800799995661, 'inference_seconds': 0.04869700000563171}, {'events': 10372, 'positive_fraction': 0.5071345931353645, 'roc_auc': 0.5314572399543012, 'average_precision': 0.5559199372774106, 'log_loss': 0.7182474792005263, 'brier_score': 0.2618475597907214, 'threshold': 0.5, 'accuracy': 0.4918048592364057, 'balanced_accuracy': 0.4866389826070916, 'precision': 0.4993847186486184, 'sensitivity': 0.8486692015209125, 'recall': 0.8486692015209125, 'specificity': 0.12460876369327073, 'f1': 0.6287766744136911, 'mcc': -0.038715979909596215, 'tn': 637, 'fp': 4475, 'fn': 796, 'tp': 4464, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 5, 'train_events': 107360, 'validation_events': 10372, 'train_positive_fraction': 0.5392883755588673, 'validation_positive_fraction': 0.5071345931353645, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.31837299323945095, 'train_sample_weight_max': 9.869562790423288, 'validation_metrics_weighted': False, 'fit_seconds': 2.4259802000015043, 'inference_seconds': 0.046791200002189726}]",5,0.5593108868145125,0.6244887670919669,0.5212500663867701,0.494430994073159,True,1069,"[{'fold_id': 1, 'true_positive': 234, 'false_positive': 327, 'true_negative': 6027, 'false_negative': 3756, 'signals': 561, 'events': 10344, 'dates': 92, 'precision': 0.41711229946524064, 'specificity': 0.9485363550519358, 'sensitivity': 0.058646616541353384}, {'fold_id': 2, 'true_positive': 288, 'false_positive': 278, 'true_negative': 5273, 'false_negative': 4569, 'signals': 566, 'events': 10408, 'dates': 91, 'precision': 0.508833922261484, 'specificity': 0.949918933525491, 'sensitivity': 0.0592958616429895}, {'fold_id': 3, 'true_positive': 460, 'false_positive': 134, 'true_negative': 2711, 'false_negative': 7092, 'signals': 594, 'events': 10397, 'dates': 136, 'precision': 0.7744107744107744, 'specificity': 0.9528998242530756, 'sensitivity': 0.06091101694915254}, {'fold_id': 4, 'true_positive': 566, 'false_positive': 58, 'true_negative': 1097, 'false_negative': 8598, 'signals': 624, 'events': 10319, 'dates': 231, 'precision': 0.907051282051282, 'specificity': 0.9497835497835497, 'sensitivity': 0.06176342208642514}, {'fold_id': 5, 'true_positive': 399, 'false_positive': 272, 'true_negative': 4840, 'false_negative': 4861, 'signals': 671, 'events': 10372, 'dates': 288, 'precision': 0.5946348733233979, 'specificity': 0.94679186228482, 'sensitivity': 0.07585551330798479}]",0.94679186228482,0.6455570291777188,3016,0.949136413379645,0.0020020120810291145,1947,0.024545683539143954,False,False,COMPLETE,16,False
1,0.5243680142794271,2026-07-19 18:35:32.412592,2026-07-19 18:35:47.511493,0 days 00:00:15.098901,none,0.8070272124071597,3.7620029813260625,0.027812376564054574,3,5,1.5069944703905702,100,1.2692938696426808,0.054407200145432426,0.9842891426085943,True,"[{'events': 10344, 'positive_fraction': 0.3857308584686775, 'roc_auc': 0.49733761536355836, 'average_precision': 0.4092260148866522, 'log_loss': 0.7606058231206854, 'brier_score': 0.2826937049309949, 'threshold': 0.5, 'accuracy': 0.40864269141531323, 'balanced_accuracy': 0.4804190599255457, 'precision': 0.37439470886972953, 'sensitivity': 0.7944862155388471, 'recall': 0.7944862155388471, 'specificity': 0.16635190431224425, 'f1': 0.5089507907200771, 'mcc': -0.04946256919881274, 'tn': 1057, 'fp': 5297, 'fn': 820, 'tp': 3170, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 1, 'train_events': 62717, 'validation_events': 10344, 'train_positive_fraction': 0.5022721112298101, 'validation_positive_fraction': 0.3857308584686775, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 0.9999999999999998, 'train_sample_weight_min': 0.33537416646232093, 'train_sample_weight_max': 10.396599160332254, 'validation_metrics_weighted': False, 'fit_seconds': 2.330204500001855, 'inference_seconds': 0.054086000003735535}, {'events': 10408, 'positive_fraction': 0.46666026133743277, 'roc_auc': 0.484364424040808, 'average_precision': 0.4608810423745158, 'log_loss': 0.7151770721291693, 'brier_score': 0.2607057077996879, 'threshold': 0.5, 'accuracy': 0.47694081475787853, 'balanced_accuracy': 0.49348562176760113, 'precision': 0.4623283275574381, 'sensitivity': 0.741610047354334, 'recall': 0.741610047354334, 'specificity': 0.24536119618086832, 'f1': 0.5695762175838077, 'mcc': -0.014982150941830629, 'tn': 1362, 'fp': 4189, 'fn': 1255, 'tp': 3602, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 2, 'train_events': 73590, 'validation_events': 10408, 'train_positive_fraction': 0.4856366354124202, 'validation_positive_fraction': 0.46666026133743277, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0000000000000002, 'train_sample_weight_min': 0.34266121177818065, 'train_sample_weight_max': 10.622497565123911, 'validation_metrics_weighted': False, 'fit_seconds': 2.437970500002848, 'inference_seconds': 0.04919359998893924}, {'events': 10397, 'positive_fraction': 0.7263633740502068, 'roc_auc': 0.5532393332414882, 'average_precision': 0.7801574856158379, 'log_loss': 0.7290099958187806, 'brier_score': 0.26786011126422754, 'threshold': 0.5, 'accuracy': 0.4259882658459171, 'balanced_accuracy': 0.5422164032945102, 'precision': 0.7903225806451613, 'sensitivity': 0.2854872881355932, 'recall': 0.2854872881355932, 'specificity': 0.7989455184534271, 'f1': 0.41945525291828795, 'mcc': 0.08556414200442629, 'tn': 2273, 'fp': 572, 'fn': 5396, 'tp': 2156, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 3, 'train_events': 83825, 'validation_events': 10397, 'train_positive_fraction': 0.4746555323590814, 'validation_positive_fraction': 0.7263633740502068, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3437930721380264, 'train_sample_weight_max': 10.65758523627913, 'validation_metrics_weighted': False, 'fit_seconds': 2.374539900003583, 'inference_seconds': 0.061499899995396845}, {'events': 10319, 'positive_fraction': 0.888070549471848, 'roc_auc': 0.5288925609527966, 'average_precision': 0.9040329703985381, 'log_loss': 0.6176688146709364, 'brier_score': 0.21564030630117634, 'threshold': 0.5, 'accuracy': 0.6157573408275996, 'balanced_accuracy': 0.5048284176175927, 'precision': 0.8895549228233178, 'sensitivity': 0.6477520733304234, 'recall': 0.6477520733304234, 'specificity': 0.3619047619047619, 'f1': 0.7496369261855149, 'mcc': 0.006369413724224984, 'tn': 418, 'fp': 737, 'fn': 3228, 'tp': 5936, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 4, 'train_events': 94059, 'validation_events': 10319, 'train_positive_fraction': 0.49821920284077015, 'validation_positive_fraction': 0.888070549471848, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3302478543176708, 'train_sample_weight_max': 10.237683483848098, 'validation_metrics_weighted': False, 'fit_seconds': 2.6807712000008905, 'inference_seconds': 0.04364589999022428}, {'events': 10372, 'positive_fraction': 0.5071345931353645, 'roc_auc': 0.5580061377984851, 'average_precision': 0.5638059927558986, 'log_loss': 0.7654842922828747, 'brier_score': 0.28129183908640437, 'threshold': 0.5, 'accuracy': 0.48717701504049366, 'balanced_accuracy': 0.480906626918248, 'precision': 0.4969715634945078, 'sensitivity': 0.9203422053231939, 'recall': 0.9203422053231939, 'specificity': 0.041471048513302036, 'f1': 0.6454236384241051, 'mcc': -0.07987014956844889, 'tn': 212, 'fp': 4900, 'fn': 419, 'tp': 4841, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 5, 'train_events': 107360, 'validation_events': 10372, 'train_positive_fraction': 0.5392883755588673, 'validation_positive_fraction': 0.5071345931353645, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.31837299323945095, 'train_sample_weight_max': 9.869562790423288, 'validation_metrics_weighted': False, 'fit_seconds': 3.0301954000024125, 'inference_seconds': 0.045315600000321865}]",5,0.5580061377984851,0.6236207012062885,0.5243680142794271,0.484364424040808,True,1045,"[{'fold_id': 1, 'true_positive': 253, 'false_positive': 308, 'true_negative': 6046, 'false_negative': 3737, 'signals': 561, 'events': 10344, 'dates': 92, 'precision': 0.45098039215686275, 'specificity': 0.9515265974189487, 'sensitivity': 0.06340852130325815}, {'fold_id': 2, 'true_positive': 289, 'false_positive': 277, 'true_negative': 5274, 'false_negative': 4568, 'signals': 566, 'events': 10408, 'dates': 91, 'precision': 0.5106007067137809, 'specificity': 0.9500990812466222, 'sensitivity': 0.0595017500514721}, {'fold_id': 3, 'true_positive': 466, 'false_positive': 128, 'true_negative': 2717, 'false_negative': 7086, 'signals': 594, 'events': 10397, 'dates': 136, 'precision': 0.7845117845117845, 'specificity': 0.9550087873462214, 'sensitivity': 0.06170550847457627}, {'fold_id': 4, 'true_positive': 564, 'false_positive': 60, 'true_negative': 1095, 'false_negative': 8600, 'signals': 624, 'events': 10319, 'dates': 231, 'precision': 0.9038461538461539, 'specificity': 0.948051948051948, 'sensitivity': 0.06154517677869926}, {'fold_id': 5, 'true_positive': 399, 'false_positive': 272, 'true_negative': 4840, 'false_negative': 4861, 'signals': 671, 'events': 10372, 'dates': 288, 'precision': 0.5946348733233979, 'specificity': 0.94679186228482, 'sensitivity': 0.07585551330798479}]",0.94679186228482,0.6535145888594165,3016,0.9502783461007756,0.0028662959111706307,1971,0.0293818911325405,False,False,COMPLETE,5,False
2,0.5189087299815961,2026-07-19 18:35:47.746128,2026-07-19 18:35:58.970692,0 days 00:00:11.224564,fold_weighted_ratio,0.7233760882140008,3.6664444386874213,0.0181058100511422,0,3,0.5208306573476699,75,0.00013257583699858251,0.3282966167618031,0.7940840742497186,True,"[{'events': 10344, 'positive_fraction': 0.3857308584686775, 'roc_auc': 0.47592322401849757, 'average_precision': 0.38539097227449076, 'log_loss': 0.7196083676600671, 'brier_score': 0.26314751299879896, 'threshold': 0.5, 'accuracy': 0.39791183294663574, 'balanced_accuracy': 0.4705188372252634, 'precision': 0.3687851782363977, 'sensitivity': 0.7882205513784462, 'recall': 0.7882205513784462, 'specificity': 0.1528171230720806, 'f1': 0.5024764339351334, 'mcc': -0.07544025356821923, 'tn': 971, 'fp': 5383, 'fn': 845, 'tp': 3145, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 1, 'train_events': 62717, 'validation_events': 10344, 'train_positive_fraction': 0.5022721112298101, 'validation_positive_fraction': 0.3857308584686775, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 0.9999999999999998, 'train_sample_weight_min': 0.33537416646232093, 'train_sample_weight_max': 10.396599160332254, 'validation_metrics_weighted': False, 'fit_seconds': 1.3315675999911036, 'inference_seconds': 0.04873249999945983}, {'events': 10408, 'positive_fraction': 0.46666026133743277, 'roc_auc': 0.5244662080596021, 'average_precision': 0.5158825449683184, 'log_loss': 0.6964481857238499, 'brier_score': 0.25165192506891837, 'threshold': 0.5, 'accuracy': 0.48155265180630286, 'balanced_accuracy': 0.49374213847325155, 'precision': 0.46210097032766134, 'sensitivity': 0.6765493102738316, 'recall': 0.6765493102738316, 'specificity': 0.31093496667267156, 'f1': 0.5491310160427807, 'mcc': -0.013421492006629262, 'tn': 1726, 'fp': 3825, 'fn': 1571, 'tp': 3286, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 2, 'train_events': 73590, 'validation_events': 10408, 'train_positive_fraction': 0.4856366354124202, 'validation_positive_fraction': 0.46666026133743277, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0000000000000002, 'train_sample_weight_min': 0.34266121177818065, 'train_sample_weight_max': 10.622497565123911, 'validation_metrics_weighted': False, 'fit_seconds': 1.6278156000043964, 'inference_seconds': 0.041279200013377704}, {'events': 10397, 'positive_fraction': 0.7263633740502068, 'roc_auc': 0.5273547807259242, 'average_precision': 0.7730227385094175, 'log_loss': 0.7202973604365364, 'brier_score': 0.2636241937013062, 'threshold': 0.5, 'accuracy': 0.38732326632682507, 'balanced_accuracy': 0.5446288509800126, 'precision': 0.829064587973274, 'sensitivity': 0.19716631355932204, 'recall': 0.19716631355932204, 'specificity': 0.892091388400703, 'f1': 0.3185708172871202, 'mcc': 0.10526650094968712, 'tn': 2538, 'fp': 307, 'fn': 6063, 'tp': 1489, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 3, 'train_events': 83825, 'validation_events': 10397, 'train_positive_fraction': 0.4746555323590814, 'validation_positive_fraction': 0.7263633740502068, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3437930721380264, 'train_sample_weight_max': 10.65758523627913, 'validation_metrics_weighted': False, 'fit_seconds': 1.7862586999981431, 'inference_seconds': 0.04700880000018515}, {'events': 10319, 'positive_fraction': 0.888070549471848, 'roc_auc': 0.5320591964415622, 'average_precision': 0.9036614194487662, 'log_loss': 0.6266219536732637, 'brier_score': 0.21837076399202904, 'threshold': 0.5, 'accuracy': 0.6437639306134315, 'balanced_accuracy': 0.5096248070276879, 'precision': 0.8908831908831909, 'sensitivity': 0.682453077258839, 'recall': 0.682453077258839, 'specificity': 0.3367965367965368, 'f1': 0.7728620860108749, 'mcc': 0.013013551799429167, 'tn': 389, 'fp': 766, 'fn': 2910, 'tp': 6254, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 4, 'train_events': 94059, 'validation_events': 10319, 'train_positive_fraction': 0.49821920284077015, 'validation_positive_fraction': 0.888070549471848, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.3302478543176708, 'train_sample_weight_max': 10.237683483848098, 'validation_metrics_weighted': False, 'fit_seconds': 2.0021902000007685, 'inference_seconds': 0.04386089999752585}, {'events': 10372, 'positive_fraction': 0.5071345931353645, 'roc_auc': 0.5347402406623942, 'average_precision': 0.5766785460424276, 'log_loss': 0.7031408271755245, 'brier_score': 0.25497348143811993, 'threshold': 0.5, 'accuracy': 0.4863092942537601, 'balanced_accuracy': 0.48094002332541935, 'precision': 0.49625797930882676, 'sensitivity': 0.8572243346007604, 'recall': 0.8572243346007604, 'specificity': 0.10465571205007825, 'f1': 0.6286072772898369, 'mcc': -0.057827418420142475, 'tn': 535, 'fp': 4577, 'fn': 751, 'tp': 4509, 'model_name': 'xgboost', 'feature_set_name': 'I_full_40', 'feature_count': 40, 'numeric_feature_count': 38, 'categorical_feature_count': 2, 'fold_id': 5, 'train_events': 107360, 'validation_events': 10372, 'train_positive_fraction': 0.5392883755588673, 'validation_positive_fraction': 0.5071345931353645, 'average_uniqueness_weighting_applied': True, 'train_sample_weight_mean': 1.0, 'train_sample_weight_min': 0.31837299323945095, 'train_sample_weight_max': 9.869562790423288, 'validation_metrics_weighted': False, 'fit_seconds': 2.2876955999963684, 'inference_seconds': 0.04948820000572596}]",5,0.5347402406623942,0.6309272442486841,0.5189087299815961,0.47592322401849757,True,1080,"[{'fold_id': 1, 'true_positive': 245, 'false_positive': 316, 'true_negative': 6038, 'false_negative': 3745, 'signals': 561, 'events': 10344, 'dates': 92, 'precision': 0.43672014260249553, 'specificity': 0.950267548001259, 'sensitivity': 0.06140350877192982}, {'fold_id': 2, 'true_positive': 300, 'false_positive': 266, 'true_negative': 5285, 'false_negative': 4557, 'signals': 566, 'events': 10408, 'dates': 91, 'precision': 0.5300353356890459, 'specificity': 0.9520807061790668, 'sensitivity': 0.06176652254478073}, {'fold_id': 3, 'true_positive': 454, 'false_positive': 140, 'true_negative': 2705, 'false_negative': 7098, 'signals': 594, 'events': 10397, 'dates': 136, 'precision': 0.7643097643097643, 'specificity': 0.9507908611599297, 'sensitivity': 0.06011652542372881}, {'fold_id': 4, 'true_positive': 561, 'false_positive': 63, 'true_negative': 1092, 'false_negative': 8603, 'signals': 624, 'events': 10319, 'dates': 231, 'precision': 0.8990384615384616, 'specificity': 0.9454545454545454, 'sensitivity': 0.06121780881711043}, {'fold_id': 5, 'true_positive': 376, 'false_positive': 295, 'true_negative': 4817, 'false_negative': 4884, 'signals': 671, 'events': 10372, 'dates': 288, 'precision': 0.5603576751117735, 'specificity': 0.9422926447574335, 'sensitivity': 0.0714828897338403}]",0.9422926447574335,0.6419098143236074,3016,0.9486130275491269,0.0037007831082984267,1936,0.02178782484424629,False,False,COMPLETE,23,False
