events,positive_fraction,roc_auc,average_precision,log_loss,brier_score,threshold,accuracy,balanced_accuracy,precision,sensitivity,recall,specificity,f1,mcc,tn,fp,fn,tp,model_name,feature_set_name,feature_count,numeric_feature_count,categorical_feature_count,fold_id,train_events,validation_events,train_positive_fraction,validation_positive_fraction,average_uniqueness_weighting_applied,train_sample_weight_mean,train_sample_weight_min,train_sample_weight_max,validation_metrics_weighted,fit_seconds,inference_seconds
10408,0.46666026133743277,0.49155735127140265,0.46774647097084465,0.718736570933577,0.262339729130579,0.5,0.47309761721752497,0.4909637762137281,0.46080760095011875,0.7589046736668725,0.7589046736668725,0.2230228787605837,0.573428749222153,-0.021377178841264582,1238,4313,1171,3686,random_forest,C_plus_breadth_raw,36,35,1,2,73590,10408,0.4856366354124202,0.46666026133743277,True,1.0000000000000002,0.34266121177818065,10.622497565123911,False,22.84253720000561,0.055228199998964556
10397,0.7263633740502068,0.542188593763963,0.7811906764458848,0.8022638138263506,0.30213211051481437,0.5,0.37674329133403867,0.5440279091328826,0.8427109974424553,0.17452330508474576,0.17452330508474576,0.9135325131810194,0.2891619131197894,0.10981399556758843,2599,246,6234,1318,random_forest,C_plus_breadth_raw,36,35,1,3,83825,10397,0.4746555323590814,0.7263633740502068,True,1.0,0.3437930721380264,10.65758523627913,False,24.86210569999821,0.054726700007449836
10319,0.888070549471848,0.4803257051401967,0.8948162224722357,0.6634417742284999,0.23884755575395542,0.5,0.5144878379687954,0.46786380359056046,0.8761318362911988,0.5279353993889131,0.5279353993889131,0.4077922077922078,0.658858777066594,-0.04062795293693008,471,684,4326,4838,random_forest,C_plus_breadth_raw,36,35,1,4,94059,10319,0.49821920284077015,0.888070549471848,True,1.0,0.3302478543176708,10.237683483848098,False,29.324883499997668,0.05151079999632202
10372,0.5071345931353645,0.5203236104416953,0.5488635105942545,0.7639769164623761,0.28067949390495844,0.5,0.48891245661396066,0.48306348441302654,0.49782723900370957,0.8929657794676806,0.8929657794676806,0.07316118935837246,0.6392650561415447,-0.059074711418477935,374,4738,563,4697,random_forest,C_plus_breadth_raw,36,35,1,5,107360,10372,0.5392883755588673,0.5071345931353645,True,1.0,0.31837299323945095,9.869562790423288,False,34.33477879999555,0.050967300005140714
10344,0.3857308584686775,0.483810505962735,0.3843656009559825,0.8011801859190526,0.3007125848932408,0.5,0.4067092034029389,0.47800603965059013,0.372973612590226,0.7899749373433584,0.7899749373433584,0.16603714195782185,0.5067116791254722,-0.055375049658678996,1055,5299,838,3152,random_forest,D_plus_breadth_ema30,36,35,1,1,62717,10344,0.5022721112298101,0.3857308584686775,True,0.9999999999999998,0.33537416646232093,10.396599160332254,False,18.90200129999721,0.05579270000453107
10408,0.46666026133743277,0.46593846855595145,0.44782966366013216,0.7230870251557143,0.26446860081803103,0.5,0.4660837817063797,0.48338449758573493,0.4557857503789793,0.7428453778052295,0.7428453778052295,0.2239236173662403,0.5649416738432631,-0.03884957097771135,1243,4308,1249,3608,random_forest,D_plus_breadth_ema30,36,35,1,2,73590,10408,0.4856366354124202,0.46666026133743277,True,1.0000000000000002,0.34266121177818065,10.622497565123911,False,22.402291699996567,0.07783419999759644
10397,0.7263633740502068,0.5079189209064371,0.7616016596084462,0.7826456031133149,0.2928000704457151,0.5,0.3959796095027412,0.538647754013881,0.8022813688212928,0.22351694915254236,0.22351694915254236,0.8537785588752197,0.3496271748135874,0.085772423555247,2429,416,5864,1688,random_forest,D_plus_breadth_ema30,36,35,1,3,83825,10397,0.4746555323590814,0.7263633740502068,True,1.0,0.3437930721380264,10.65758523627913,False,28.438573799998267,0.08520060000591911
10319,0.888070549471848,0.5045858440991571,0.9025358163952174,0.6573665473701965,0.2359274530791088,0.5,0.5444326000581452,0.4866149491422298,0.8833533757086411,0.5611086861632475,0.5611086861632475,0.4121212121212121,0.6862862862862863,-0.017020606388439104,476,679,4022,5142,random_forest,D_plus_breadth_ema30,36,35,1,4,94059,10319,0.49821920284077015,0.888070549471848,True,1.0,0.3302478543176708,10.237683483848098,False,31.394923500003642,0.07354830000258517
10372,0.5071345931353645,0.5568150426640961,0.5554267226787639,0.7576217240199715,0.27627965381291836,0.5,0.4892016968762052,0.4831587645858251,0.498015873015873,0.9066539923954373,0.9066539923954373,0.05966353677621283,0.6428956592073335,-0.06326210438181805,305,4807,491,4769,random_forest,D_plus_breadth_ema30,36,35,1,5,107360,10372,0.5392883755588673,0.5071345931353645,True,1.0,0.31837299323945095,9.869562790423288,False,34.25505930000509,0.07704970000486355
10344,0.3857308584686775,0.49132277498909377,0.39008031781354074,0.794051229765368,0.2977023450315046,0.5,0.4060324825986079,0.4758234112192663,0.37160228898426323,0.781203007518797,0.781203007518797,0.1704438149197356,0.5036354823073195,-0.06010649951950746,1083,5271,873,3117,random_forest,E_plus_breadth_slope5,36,35,1,1,62717,10344,0.5022721112298101,0.3857308584686775,True,0.9999999999999998,0.33537416646232093,10.396599160332254,False,18.904953799996292,0.055717099996400066
10408,0.46666026133743277,0.4935632703684223,0.4685724194921609,0.7177512104662274,0.2618692631881416,0.5,0.4663720215219062,0.48582980724861463,0.45776269543085685,0.7776405188387894,0.7776405188387894,0.19401909565843992,0.5762892889838267,-0.03488165262494567,1077,4474,1080,3777,random_forest,E_plus_breadth_slope5,36,35,1,2,73590,10408,0.4856366354124202,0.46666026133743277,True,1.0000000000000002,0.34266121177818065,10.622497565123911,False,21.583017299999483,0.06441010000708047
