model_name,folds,mean_roc_auc,std_roc_auc,min_roc_auc,max_roc_auc,mean_average_precision,mean_log_loss,mean_brier_score,mean_balanced_accuracy_at_0_50,mean_specificity_at_0_50,mean_sensitivity_at_0_50,mean_precision_at_0_50,mean_f1_at_0_50,mean_mcc_at_0_50,total_fit_seconds,total_inference_seconds,best_mean_roc_auc,near_best_mean_auc_lower_bound,inside_near_best_mean_auc_band,hierarchical_rank,selected_by_hierarchy
xgboost,5,0.5487967820210273,0.06069149378648962,0.4853846305916497,0.6376114941094992,0.6467787567283987,0.7520788344215664,0.27522710804716216,0.5121093534096499,0.3721444715178502,0.6520742353014497,0.6167335724564975,0.5654958698784978,0.027968286178405632,7.939301800040994,0.14687230001436546,0.5487967820210273,0.5437967820210273,True,1.0,True
random_forest,5,0.5306366145467984,0.03880607193846436,0.4896235118801095,0.6040674754624528,0.6349502078622304,0.6937736340792802,0.2509612717748565,0.501259927523029,0.2659598403357942,0.7365600147102637,0.6182161579352663,0.5908757516529051,-0.0026871705327742856,70.3210411000764,0.3747537999879569,0.5487967820210273,0.5437967820210273,False,,False
